trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
23682441,2019-07-11 12:48:06 UTC,2019-07-11 12:49:19 UTC,1393,73.0,465,Marine Dr & Ainslie St,465,Marine Dr & Ainslie St,Subscriber,Male,1953
23682487,2019-07-11 12:50:39 UTC,2019-07-11 12:59:50 UTC,538,550.0,49,Dearborn St & Monroe St,168,Michigan Ave & 14th St,Subscriber,Male,1957
23682549,2019-07-11 12:53:11 UTC,2019-07-11 13:01:02 UTC,1733,471.0,130,Damen Ave & Division St,116,Western Ave & Winnebago Ave,Subscriber,Male,1953
23682596,2019-07-11 12:57:24 UTC,2019-07-11 13:08:51 UTC,2356,686.0,66,Clinton St & Lake St,39,Wabash Ave & Adams St,Subscriber,Male,1955
23682602,2019-07-11 12:57:42 UTC,2019-07-11 13:07:05 UTC,4578,563.0,110,Dearborn St & Erie St,301,Clark St & Schiller St,Subscriber,Female,1958
23682648,2019-07-11 12:59:29 UTC,2019-07-11 13:04:31 UTC,1799,301.0,119,Ashland Ave & Lake St,654,Racine Ave & Washington Blvd (*),Subscriber,Male,1948
23682673,2019-07-11 13:00:59 UTC,2019-07-11 13:20:10 UTC,613,1150.0,245,Clarendon Ave & Junior Ter,230,Lincoln Ave & Roscoe St,Subscriber,Male,1956
23682715,2019-07-11 13:03:13 UTC,2019-07-11 14:33:59 UTC,3850,5446.0,90,Millennium Park,44,State St & Randolph St,Customer,Female,2000
23682719,2019-07-11 13:03:33 UTC,2019-07-11 14:33:59 UTC,5736,5425.0,90,Millennium Park,44,State St & Randolph St,Customer,Female,2000
23682786,2019-07-11 13:09:14 UTC,2019-07-11 14:34:54 UTC,2962,5139.0,90,Millennium Park,44,State St & Randolph St,Customer,Female,1959
23682791,2019-07-11 13:09:53 UTC,2019-07-11 13:32:17 UTC,5932,1344.0,552,Ashland Ave & McDowell Ave,280,Morgan St & 31st St,Subscriber,Male,2001
23682795,2019-07-11 13:10:04 UTC,2019-07-11 13:16:12 UTC,6177,368.0,31,Franklin St & Chicago Ave (Temp),106,State St & Pearson St,Subscriber,Female,1954
23682802,2019-07-11 13:10:32 UTC,2019-07-11 13:26:16 UTC,4061,943.0,98,LaSalle St & Washington St,27,Larrabee St & North Ave,Subscriber,Male,1952
23682832,2019-07-11 13:13:05 UTC,2019-07-11 13:41:39 UTC,4879,1714.0,144,Larrabee St & Webster Ave,197,Michigan Ave & Madison St,Subscriber,Female,1952
23682853,2019-07-11 13:13:58 UTC,2019-07-11 13:18:50 UTC,1885,291.0,90,Millennium Park,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1946
23682866,2019-07-11 13:14:21 UTC,2019-07-11 13:27:02 UTC,2197,760.0,509,Troy St & North Ave,222,Milwaukee Ave & Rockwell St,Subscriber,Female,2001
23682870,2019-07-11 13:14:39 UTC,2019-07-11 13:20:15 UTC,4674,335.0,346,Ada St & Washington Blvd,198,Green St & Madison St,Subscriber,Male,1959
23682966,2019-07-11 13:19:32 UTC,2019-07-11 14:20:23 UTC,579,3650.0,97,Field Museum,97,Field Museum,Customer,Male,1955
23683015,2019-07-11 13:22:20 UTC,2019-07-11 13:26:32 UTC,5446,251.0,601,Central St Metra,601,Central St Metra,Subscriber,Male,1956
23683028,2019-07-11 13:23:12 UTC,2019-07-11 13:26:17 UTC,6365,184.0,165,Clark St & Grace St,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1956
23683030,2019-07-11 13:23:29 UTC,2019-07-11 13:56:40 UTC,1436,1990.0,423,University Ave & 57th St,423,University Ave & 57th St,Subscriber,Female,1952
23683057,2019-07-11 13:25:16 UTC,2019-07-11 13:35:43 UTC,2184,627.0,47,State St & Kinzie St,7,Field Blvd & South Water St,Subscriber,Male,1957
23683058,2019-07-11 13:25:15 UTC,2019-07-11 13:33:14 UTC,1989,479.0,317,Wood St & Taylor St,241,Morgan St & Polk St,Subscriber,Male,1958
23683090,2019-07-11 13:27:01 UTC,2019-07-11 13:50:49 UTC,5446,1428.0,601,Central St Metra,662,Dodge Ave & Mulford St,Subscriber,Male,1956
23683265,2019-07-11 13:38:21 UTC,2019-07-11 13:44:56 UTC,715,394.0,520,Greenview Ave & Jarvis Ave,447,Glenwood Ave & Morse Ave,Subscriber,Male,1956
23683283,2019-07-11 13:39:13 UTC,2019-07-11 14:05:00 UTC,368,1547.0,76,Lake Shore Dr & Monroe St,150,Fort Dearborn Dr & 31st St,Customer,Female,1958
23683285,2019-07-11 13:39:25 UTC,2019-07-11 14:05:01 UTC,6018,1535.0,76,Lake Shore Dr & Monroe St,150,Fort Dearborn Dr & 31st St,Customer,Female,1958
23683303,2019-07-11 13:39:32 UTC,2019-07-11 14:05:01 UTC,6294,1528.0,76,Lake Shore Dr & Monroe St,150,Fort Dearborn Dr & 31st St,Customer,Female,1958
23683304,2019-07-11 13:40:14 UTC,2019-07-11 13:51:05 UTC,2686,651.0,417,Cornell Ave & Hyde Park Blvd,420,Ellis Ave & 55th St,Subscriber,Male,2001
23683327,2019-07-11 13:42:30 UTC,2019-07-11 14:07:13 UTC,2490,1482.0,41,Federal St & Polk St,320,Loomis St & Lexington St,Subscriber,Female,1951
23683328,2019-07-11 13:42:26 UTC,2019-07-11 13:48:40 UTC,2718,373.0,188,Greenview Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1958
23683350,2019-07-11 13:45:24 UTC,2019-07-11 13:51:53 UTC,4902,388.0,133,Kingsbury St & Kinzie St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1956
23683351,2019-07-11 13:45:35 UTC,2019-07-11 13:59:24 UTC,240,829.0,39,Wabash Ave & Adams St,273,Michigan Ave & 18th St,Subscriber,Male,1957
23683394,2019-07-11 13:47:34 UTC,2019-07-11 13:50:55 UTC,4960,201.0,111,Sedgwick St & Huron St,212,Wells St & Hubbard St,Subscriber,Male,1957
23683407,2019-07-11 13:48:06 UTC,2019-07-11 14:09:07 UTC,4297,1260.0,133,Kingsbury St & Kinzie St,118,Sedgwick St & North Ave,Subscriber,Male,1950
23683414,2019-07-11 13:48:48 UTC,2019-07-11 13:57:37 UTC,964,528.0,195,Columbus Dr & Randolph St,49,Dearborn St & Monroe St,Subscriber,Male,1959
23683470,2019-07-11 13:51:50 UTC,2019-07-11 14:07:13 UTC,4269,923.0,89,Financial Pl & Ida B Wells Dr,320,Loomis St & Lexington St,Subscriber,Female,1952
23683498,2019-07-11 13:53:19 UTC,2019-07-11 15:47:45 UTC,3643,6865.0,25,Michigan Ave & Pearson St,25,Michigan Ave & Pearson St,Customer,Male,1956
23683587,2019-07-11 14:00:16 UTC,2019-07-11 14:10:10 UTC,6167,593.0,364,Larrabee St & Oak St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1956
23683589,2019-07-11 14:00:27 UTC,2019-07-11 14:08:30 UTC,1515,482.0,596,Benson Ave & Church St,605,University Library (NU),Subscriber,Male,1958
23683605,2019-07-11 14:01:30 UTC,2019-07-11 14:09:53 UTC,4879,503.0,197,Michigan Ave & Madison St,66,Clinton St & Lake St,Subscriber,Male,1955
23683609,2019-07-11 14:01:37 UTC,2019-07-11 14:17:49 UTC,6296,972.0,626,Delano Ct & Roosevelt Rd,621,Aberdeen St & Randolph St,Subscriber,Male,1949
23683724,2019-07-11 14:07:19 UTC,2019-07-11 14:31:54 UTC,6018,1475.0,150,Fort Dearborn Dr & 31st St,623,Michigan Ave & 8th St,Customer,Female,1958
23683726,2019-07-11 14:07:21 UTC,2019-07-11 14:32:13 UTC,6294,1492.0,150,Fort Dearborn Dr & 31st St,623,Michigan Ave & 8th St,Customer,Female,1958
23683727,2019-07-11 14:07:24 UTC,2019-07-11 14:32:00 UTC,368,1475.0,150,Fort Dearborn Dr & 31st St,623,Michigan Ave & 8th St,Customer,Female,1958
23683764,2019-07-11 14:09:25 UTC,2019-07-11 14:17:03 UTC,762,458.0,293,Broadway & Wilson Ave,294,Broadway & Berwyn Ave,Subscriber,Male,1959
23683766,2019-07-11 14:09:32 UTC,2019-07-11 14:16:24 UTC,1908,411.0,44,State St & Randolph St,50,Clark St & Ida B Wells Dr,Subscriber,Male,2002
23683769,2019-07-11 14:09:37 UTC,2019-07-11 14:16:30 UTC,715,412.0,447,Glenwood Ave & Morse Ave,520,Greenview Ave & Jarvis Ave,Subscriber,Male,1956
23683929,2019-07-11 14:20:28 UTC,2019-07-11 14:33:05 UTC,2344,757.0,261,Hermitage Ave & Polk St,124,Damen Ave & Cullerton St,Subscriber,Female,1952
23683982,2019-07-11 14:22:50 UTC,2019-07-11 14:33:47 UTC,1989,656.0,241,Morgan St & Polk St,275,Ashland Ave & 13th St,Subscriber,Male,1958
23684040,2019-07-11 14:25:47 UTC,2019-07-11 14:30:47 UTC,3167,299.0,219,Damen Ave & Cortland St,130,Damen Ave & Division St,Subscriber,Male,1953
23684047,2019-07-11 14:26:17 UTC,2019-07-11 14:33:38 UTC,4011,440.0,181,LaSalle St & Illinois St,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1958
23684063,2019-07-11 14:27:12 UTC,2019-07-11 14:34:19 UTC,1037,427.0,194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Subscriber,Male,1957
23684074,2019-07-11 14:27:49 UTC,2019-07-11 15:08:08 UTC,5894,2419.0,177,Theater on the Lake,394,Clark St & 9th St (AMLI),Subscriber,Female,1959
23684129,2019-07-11 14:29:47 UTC,2019-07-11 14:47:00 UTC,500,1033.0,62,McCormick Place,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1949
23684133,2019-07-11 14:30:03 UTC,2019-07-11 14:41:15 UTC,3591,671.0,161,Rush St & Superior St,180,Ritchie Ct & Banks St,Customer,Female,2001
23684139,2019-07-11 14:30:32 UTC,2019-07-11 14:36:25 UTC,2686,353.0,420,Ellis Ave & 55th St,345,Lake Park Ave & 56th St,Subscriber,Male,2001
23684160,2019-07-11 14:31:12 UTC,2019-07-11 14:37:22 UTC,762,369.0,294,Broadway & Berwyn Ave,458,Broadway & Thorndale Ave,Subscriber,Male,1959
23684246,2019-07-11 14:37:43 UTC,2019-07-11 15:02:41 UTC,5514,1498.0,317,Wood St & Taylor St,321,Wabash Ave & 9th St,Subscriber,Male,1946
23684257,2019-07-11 14:38:04 UTC,2019-07-11 14:42:49 UTC,4579,284.0,109,900 W Harrison St,32,Racine Ave & Congress Pkwy,Subscriber,Female,2000
23684297,2019-07-11 14:40:22 UTC,2019-07-11 15:06:04 UTC,5114,1541.0,603,Chicago Ave & Sheridan Rd,448,Warren Park East,Customer,Female,2000
23684347,2019-07-11 14:43:42 UTC,2019-07-11 14:52:00 UTC,2838,498.0,50,Clark St & Ida B Wells Dr,168,Michigan Ave & 14th St,Subscriber,Female,1954
23684610,2019-07-11 14:55:39 UTC,2019-07-11 15:05:31 UTC,5097,592.0,342,Wolcott Ave & Polk St,241,Morgan St & Polk St,Subscriber,Male,1957
23684615,2019-07-11 14:55:52 UTC,2019-07-11 15:24:57 UTC,4244,1745.0,76,Lake Shore Dr & Monroe St,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1949
23684629,2019-07-11 14:56:25 UTC,2019-07-11 15:05:31 UTC,952,545.0,41,Federal St & Polk St,49,Dearborn St & Monroe St,Customer,Male,2000
23684667,2019-07-11 14:58:06 UTC,2019-07-11 15:11:48 UTC,762,822.0,458,Broadway & Thorndale Ave,293,Broadway & Wilson Ave,Subscriber,Male,1959
23684709,2019-07-11 15:00:27 UTC,2019-07-11 15:25:08 UTC,4629,1481.0,85,Michigan Ave & Oak St,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1954
23684740,2019-07-11 15:01:45 UTC,2019-07-11 15:09:56 UTC,620,491.0,307,Southport Ave & Clybourn Ave,60,Dayton St & North Ave,Subscriber,Female,1956
23684751,2019-07-11 15:02:35 UTC,2019-07-11 15:11:35 UTC,2232,540.0,328,Ellis Ave & 58th St,345,Lake Park Ave & 56th St,Subscriber,Male,2000
23684793,2019-07-11 15:05:26 UTC,2019-07-11 15:08:44 UTC,2121,198.0,24,Fairbanks Ct & Grand Ave,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1958
23684810,2019-07-11 15:06:39 UTC,2019-07-11 15:18:24 UTC,6350,704.0,55,Halsted St & Roosevelt Rd,89,Financial Pl & Ida B Wells Dr,Subscriber,Male,1958
23684845,2019-07-11 15:09:04 UTC,2019-07-11 15:34:40 UTC,275,1535.0,552,Ashland Ave & McDowell Ave,205,Paulina St & 18th St,Customer,Male,2000
23684934,2019-07-11 15:13:26 UTC,2019-07-11 15:24:04 UTC,1567,638.0,9,Leavitt St & Archer Ave,367,Racine Ave & 35th St,Subscriber,Female,1955
23684954,2019-07-11 15:14:46 UTC,2019-07-11 16:01:26 UTC,6156,2799.0,43,Michigan Ave & Washington St,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1952
23685019,2019-07-11 15:18:29 UTC,2019-07-11 15:24:34 UTC,2232,364.0,345,Lake Park Ave & 56th St,417,Cornell Ave & Hyde Park Blvd,Subscriber,Male,2001
23685040,2019-07-11 15:19:35 UTC,2019-07-11 15:33:27 UTC,3899,832.0,287,Franklin St & Monroe St,172,Rush St & Cedar St,Subscriber,Male,1959
23685099,2019-07-11 15:21:44 UTC,2019-07-11 15:28:33 UTC,4092,409.0,220,Clark St & Drummond Pl,143,Sedgwick St & Webster Ave,Subscriber,Male,1953
23685104,2019-07-11 15:21:32 UTC,2019-07-11 15:28:57 UTC,447,445.0,313,Lakeview Ave & Fullerton Pkwy,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1958
23685204,2019-07-11 15:25:36 UTC,2019-07-11 15:32:06 UTC,4565,389.0,475,Washtenaw Ave & Lawrence Ave,471,Francisco Ave & Foster Ave,Subscriber,Male,1957
23685276,2019-07-11 15:28:44 UTC,2019-07-11 15:56:33 UTC,3313,1668.0,100,Orleans St & Merchandise Mart Plaza,226,Racine Ave & Belmont Ave,Subscriber,Male,1959
23685318,2019-07-11 15:30:39 UTC,2019-07-11 15:38:03 UTC,6189,444.0,100,Orleans St & Merchandise Mart Plaza,89,Financial Pl & Ida B Wells Dr,Subscriber,Male,1958
23685339,2019-07-11 15:31:14 UTC,2019-07-11 16:00:23 UTC,63,1749.0,33,State St & Van Buren St,335,Calumet Ave & 35th St,Subscriber,Female,1953
23685397,2019-07-11 15:34:34 UTC,2019-07-11 16:05:11 UTC,6250,1836.0,268,Lake Shore Dr & North Blvd,114,Sheffield Ave & Waveland Ave,Customer,Male,2000
23685416,2019-07-11 15:34:56 UTC,2019-07-11 16:05:24 UTC,4846,1828.0,268,Lake Shore Dr & North Blvd,114,Sheffield Ave & Waveland Ave,Customer,Male,2000
23685465,2019-07-11 15:28:16 UTC,2019-07-11 15:41:57 UTC,5191,821.0,164,Franklin St & Lake St,286,Franklin St & Adams St (Temp),Customer,Female,2001
23685475,2019-07-11 15:28:33 UTC,2019-07-11 15:42:05 UTC,6037,811.0,164,Franklin St & Lake St,286,Franklin St & Adams St (Temp),Customer,Female,2001
23685524,2019-07-11 15:38:50 UTC,2019-07-11 15:59:08 UTC,1517,1217.0,230,Lincoln Ave & Roscoe St,58,Marshfield Ave & Cortland St,Subscriber,Female,1959
23685647,2019-07-11 15:42:30 UTC,2019-07-11 16:02:24 UTC,3787,1193.0,93,Sheffield Ave & Willow St,143,Sedgwick St & Webster Ave,Subscriber,Male,1946
23685648,2019-07-11 15:42:32 UTC,2019-07-11 16:02:19 UTC,3573,1186.0,93,Sheffield Ave & Willow St,143,Sedgwick St & Webster Ave,Subscriber,Female,1954
23685671,2019-07-11 15:43:23 UTC,2019-07-11 15:51:08 UTC,5878,465.0,66,Clinton St & Lake St,621,Aberdeen St & Randolph St,Subscriber,Male,1954
23685674,2019-07-11 15:43:17 UTC,2019-07-11 15:59:05 UTC,3031,948.0,255,Indiana Ave & Roosevelt Rd,264,Stetson Ave & South Water St,Subscriber,Male,1956
23685677,2019-07-11 15:43:50 UTC,2019-07-11 15:56:21 UTC,6129,750.0,284,Michigan Ave & Jackson Blvd,194,Wabash Ave & Wacker Pl,Subscriber,Male,1958
23685679,2019-07-11 15:43:55 UTC,2019-07-11 15:57:20 UTC,2004,805.0,172,Rush St & Cedar St,313,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1959
23685699,2019-07-11 15:44:40 UTC,2019-07-11 15:49:39 UTC,5365,299.0,283,LaSalle St & Jackson Blvd,284,Michigan Ave & Jackson Blvd,Subscriber,Female,1957
23685778,2019-07-11 15:43:32 UTC,2019-07-11 15:45:03 UTC,1872,91.0,68,Clinton St & Tilden St,169,Canal St & Harrison St,Subscriber,Male,1952
23685793,2019-07-11 15:47:20 UTC,2019-07-11 16:07:26 UTC,6296,1206.0,621,Aberdeen St & Randolph St,626,Delano Ct & Roosevelt Rd,Subscriber,Male,1949
23685864,2019-07-11 15:50:00 UTC,2019-07-11 16:02:30 UTC,3967,750.0,106,State St & Pearson St,66,Clinton St & Lake St,Subscriber,Male,1957
23685885,2019-07-11 15:50:53 UTC,2019-07-11 16:05:55 UTC,2111,901.0,273,Michigan Ave & 18th St,284,Michigan Ave & Jackson Blvd,Subscriber,Female,1950
23685897,2019-07-11 15:51:21 UTC,2019-07-11 16:10:23 UTC,1619,1142.0,53,Wells St & Huron St,350,Ashland Ave & Chicago Ave,Subscriber,Male,1958
23685938,2019-07-11 15:51:05 UTC,2019-07-11 16:08:53 UTC,5801,1067.0,76,Lake Shore Dr & Monroe St,72,Wabash Ave & 16th St,Subscriber,Male,1946
23685982,2019-07-11 15:54:24 UTC,2019-07-11 15:59:00 UTC,726,275.0,511,Albany Ave & Bloomingdale Ave,509,Troy St & North Ave,Subscriber,Female,1959
23685988,2019-07-11 15:54:41 UTC,2019-07-11 15:59:21 UTC,4960,279.0,212,Wells St & Hubbard St,111,Sedgwick St & Huron St,Subscriber,Male,1957
23686007,2019-07-11 15:55:25 UTC,2019-07-11 16:01:10 UTC,20,345.0,113,Bissell St & Armitage Ave,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1955
23686026,2019-07-11 15:55:53 UTC,2019-07-11 16:28:00 UTC,6357,1927.0,291,Wells St & Evergreen Ave,635,Fairbanks St & Superior St,Customer,Female,2000
23686043,2019-07-11 15:56:42 UTC,2019-07-11 16:04:48 UTC,5878,485.0,621,Aberdeen St & Randolph St,66,Clinton St & Lake St,Subscriber,Male,1954
23686047,2019-07-11 15:57:01 UTC,2019-07-11 16:36:33 UTC,3313,2371.0,226,Racine Ave & Belmont Ave,304,Broadway & Waveland Ave,Subscriber,Male,1959
23686049,2019-07-11 15:57:02 UTC,2019-07-11 16:20:07 UTC,5365,1385.0,284,Michigan Ave & Jackson Blvd,264,Stetson Ave & South Water St,Customer,Female,2000
23686081,2019-07-11 15:59:10 UTC,2019-07-11 16:13:27 UTC,5475,857.0,97,Field Museum,75,Canal St & Jackson Blvd,Subscriber,Female,2000
23686201,2019-07-11 16:03:14 UTC,2019-07-11 16:06:53 UTC,3269,219.0,196,Cityfront Plaza Dr & Pioneer Ct,264,Stetson Ave & South Water St,Subscriber,Male,1954
23686212,2019-07-11 16:03:20 UTC,2019-07-11 16:11:56 UTC,1438,516.0,37,Dearborn St & Adams St,41,Federal St & Polk St,Subscriber,Female,1953
23686300,2019-07-11 16:06:29 UTC,2019-07-11 16:23:34 UTC,765,1024.0,279,Halsted St & 35th St,406,Lake Park Ave & 35th St,Subscriber,Female,1955
23686309,2019-07-11 16:06:40 UTC,2019-07-11 16:13:15 UTC,595,395.0,39,Wabash Ave & Adams St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1959
23686319,2019-07-11 16:06:16 UTC,2019-07-11 16:18:03 UTC,3281,706.0,98,LaSalle St & Washington St,74,Kingsbury St & Erie St,Subscriber,Male,1957
23686391,2019-07-11 16:08:42 UTC,2019-07-11 16:14:48 UTC,63,365.0,335,Calumet Ave & 35th St,272,Indiana Ave & 31st St,Subscriber,Female,1953
23686418,2019-07-11 16:09:30 UTC,2019-07-11 16:16:00 UTC,1267,390.0,67,Sheffield Ave & Fullerton Ave,188,Greenview Ave & Fullerton Ave,Subscriber,Male,1958
23686437,2019-07-11 15:51:53 UTC,2019-07-11 16:27:50 UTC,3423,2156.0,134,Peoria St & Jackson Blvd,145,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1956
23686454,2019-07-11 16:10:38 UTC,2019-07-11 16:35:57 UTC,6420,1518.0,182,Wells St & Elm St,285,Wood St & Hubbard St,Subscriber,Female,1959
23686482,2019-07-11 16:11:20 UTC,2019-07-11 16:20:40 UTC,1661,559.0,24,Fairbanks Ct & Grand Ave,50,Clark St & Ida B Wells Dr,Subscriber,Male,1955
23686492,2019-07-11 16:11:16 UTC,2019-07-11 16:27:39 UTC,4569,983.0,136,Racine Ave & 13th St,320,Loomis St & Lexington St,Subscriber,Female,2000
23686618,2019-07-11 16:14:23 UTC,2019-07-11 16:21:23 UTC,5168,420.0,605,University Library (NU),596,Benson Ave & Church St,Subscriber,Female,1959
23686666,2019-07-11 16:15:28 UTC,2019-07-11 16:33:01 UTC,828,1053.0,383,Paulina St & Flournoy St,376,Artesian Ave & Hubbard St,Subscriber,Female,1952
23686973,2019-07-11 16:12:49 UTC,2019-07-11 16:22:48 UTC,3445,598.0,211,St. Clair St & Erie St,47,State St & Kinzie St,Subscriber,Female,1959
23687052,2019-07-11 16:24:11 UTC,2019-07-11 16:28:42 UTC,2357,270.0,638,Clinton St & Jackson Blvd,414,Canal St & Taylor St,Subscriber,Male,1953
23687053,2019-07-11 16:24:11 UTC,2019-07-11 16:46:57 UTC,765,1365.0,406,Lake Park Ave & 35th St,338,Calumet Ave & 18th St,Subscriber,Female,1955
23687201,2019-07-11 16:23:52 UTC,2019-07-11 16:33:27 UTC,3512,574.0,658,Leavitt St & Division St (*),158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1951
23687308,2019-07-11 16:29:10 UTC,2019-07-11 16:38:22 UTC,4425,552.0,21,Aberdeen St & Jackson Blvd,89,Financial Pl & Ida B Wells Dr,Subscriber,Male,1955
23687452,2019-07-11 16:32:08 UTC,2019-07-11 16:34:59 UTC,6124,171.0,240,Sheridan Rd & Irving Park Rd,306,Sheridan Rd & Buena Ave,Subscriber,Female,1956
23687512,2019-07-11 16:33:08 UTC,2019-07-11 17:08:45 UTC,6020,2137.0,623,Michigan Ave & 8th St,341,Adler Planetarium,Subscriber,Male,1959
23687565,2019-07-11 16:33:59 UTC,2019-07-11 16:40:51 UTC,2922,411.0,325,Clark St & Winnemac Ave,294,Broadway & Berwyn Ave,Customer,Male,2000
23687577,2019-07-11 16:34:11 UTC,2019-07-11 16:40:55 UTC,5742,403.0,597,Chicago Ave & Washington St,598,Elmwood Ave & Austin St,Subscriber,Male,1953
23687696,2019-07-11 16:35:55 UTC,2019-07-11 16:39:01 UTC,6164,185.0,140,Dearborn Pkwy & Delaware Pl,337,Clark St & Chicago Ave,Subscriber,Female,1956
23687734,2019-07-11 16:34:17 UTC,2019-07-11 16:43:08 UTC,5087,531.0,51,Clark St & Randolph St,74,Kingsbury St & Erie St,Subscriber,Male,1958
23688055,2019-07-11 16:19:36 UTC,2019-07-11 16:55:09 UTC,2040,2132.0,76,Lake Shore Dr & Monroe St,370,Calumet Ave & 21st St,Customer,Female,2000
23688136,2019-07-11 16:44:30 UTC,2019-07-11 16:50:18 UTC,4565,348.0,471,Francisco Ave & Foster Ave,475,Washtenaw Ave & Lawrence Ave,Subscriber,Male,1957
23688288,2019-07-11 16:47:15 UTC,2019-07-11 16:52:56 UTC,213,340.0,254,Pine Grove Ave & Irving Park Rd,303,Broadway & Cornelia Ave,Subscriber,Male,1953
23688360,2019-07-11 16:47:28 UTC,2019-07-11 16:53:12 UTC,4686,343.0,219,Damen Ave & Cortland St,158,Milwaukee Ave & Wabansia Ave,Subscriber,Female,1954
23688374,2019-07-11 16:46:34 UTC,2019-07-11 17:02:58 UTC,611,984.0,184,State St & 35th St,202,Halsted St & 18th St,Subscriber,Male,2001
23688387,2019-07-11 16:48:59 UTC,2019-07-11 17:04:45 UTC,5981,945.0,359,Larrabee St & Division St,66,Clinton St & Lake St,Subscriber,Male,1956
23688645,2019-07-11 16:49:28 UTC,2019-07-11 17:12:24 UTC,1995,1376.0,191,Canal St & Monroe St,161,Rush St & Superior St,Subscriber,Male,1946
23688702,2019-07-11 16:54:00 UTC,2019-07-11 16:58:20 UTC,1748,260.0,509,Troy St & North Ave,511,Albany Ave & Bloomingdale Ave,Subscriber,Female,1959
23688775,2019-07-11 16:55:14 UTC,2019-07-11 17:08:33 UTC,613,799.0,230,Lincoln Ave & Roscoe St,258,Logan Blvd & Elston Ave,Subscriber,Male,1956
23688797,2019-07-11 16:53:27 UTC,2019-07-11 17:04:15 UTC,5108,648.0,137,Morgan Ave & 14th Pl,320,Loomis St & Lexington St,Subscriber,Male,2000
23688995,2019-07-11 16:58:13 UTC,2019-07-11 17:01:54 UTC,2017,221.0,210,Ashland Ave & Division St,17,Honore St & Division St,Subscriber,Female,1956
23689013,2019-07-11 16:59:36 UTC,2019-07-11 17:04:54 UTC,3933,317.0,314,Ravenswood Ave & Berteau Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1958
23689114,2019-07-11 17:00:00 UTC,2019-07-11 17:07:56 UTC,909,476.0,129,Blue Island Ave & 18th St,19,Throop (Loomis) St & Taylor St,Subscriber,Male,1957
23689349,2019-07-11 17:04:14 UTC,2019-07-11 17:23:40 UTC,5025,1165.0,90,Millennium Park,273,Michigan Ave & 18th St,Subscriber,Male,1959
23689386,2019-07-11 17:05:22 UTC,2019-07-11 17:14:31 UTC,4587,549.0,190,Southport Ave & Wrightwood Ave,340,Clark St & Wrightwood Ave,Customer,Male,2001
23689418,2019-07-11 17:03:39 UTC,2019-07-11 17:07:28 UTC,22,228.0,342,Wolcott Ave & Polk St,122,Ogden Ave & Congress Pkwy,Subscriber,Male,1951
23689438,2019-07-11 17:06:04 UTC,2019-07-11 17:14:31 UTC,1805,507.0,190,Southport Ave & Wrightwood Ave,340,Clark St & Wrightwood Ave,Customer,Male,2001
23689459,2019-07-11 17:06:22 UTC,2019-07-11 17:14:26 UTC,2851,484.0,190,Southport Ave & Wrightwood Ave,340,Clark St & Wrightwood Ave,Customer,Male,2001
23689574,2019-07-11 17:08:04 UTC,2019-07-11 17:19:42 UTC,3366,698.0,287,Franklin St & Monroe St,38,Clark St & Lake St,Customer,Female,2001
23689606,2019-07-11 17:08:28 UTC,2019-07-11 17:19:42 UTC,4434,674.0,287,Franklin St & Monroe St,38,Clark St & Lake St,Customer,Female,2001
23689645,2019-07-11 17:09:00 UTC,2019-07-11 17:19:11 UTC,613,610.0,258,Logan Blvd & Elston Ave,309,Leavitt St & Armitage Ave,Subscriber,Male,1956
23689678,2019-07-11 17:09:31 UTC,2019-07-11 17:38:06 UTC,4206,1714.0,35,Streeter Dr & Grand Ave,324,Stockton Dr & Wrightwood Ave,Subscriber,Male,1958
23689765,2019-07-11 17:10:39 UTC,2019-07-11 17:19:33 UTC,5777,533.0,55,Halsted St & Roosevelt Rd,32,Racine Ave & Congress Pkwy,Subscriber,Male,2000
23689959,2019-07-11 17:12:37 UTC,2019-07-11 17:19:50 UTC,1538,432.0,80,Aberdeen St & Monroe St,66,Clinton St & Lake St,Subscriber,Male,1959
23689961,2019-07-11 17:13:14 UTC,2019-07-11 18:48:28 UTC,3638,5714.0,276,California Ave & North Ave,284,Michigan Ave & Jackson Blvd,Customer,Female,2000
